id,text,true_label,prediction,confidence,explanation
499696137708658688,Coming soon to everyone's town. MT @ryanjreilly: Overkill in #Ferguson. Officer won't answer...why this is needed. http://t.co/Uj7olrFBjB,0,0,0.9987263083457947,
498273703428620289,"The mother of #MikeBrown, the 17-year-old killed by #Ferguson police today, says her son was about to start at Vatterott College next week.",0,0,0.907167911529541,
499376069485821952,Next up on Fox News: Here's some footage of angry black people in #Ferguson with no discussion about why they're angry. Enjoy! #MikeBrown,0,0,0.9925544857978821,
498264393185239040,"Police aren't being taught to protect and serve anymore. They are being taught to shoot first, explain later. #ferguson",0,0,0.9646527767181396,
499536812109742080,The fact that while we've been focused on #Ferguson another black man was killed by cops in LA and it barely made the news says a lot.,0,0,0.7116228938102722,
498285782512050176,Awful. RT @AntonioFrench #Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands. https://t.co/OFXxJLuDtj,0,0,0.9979552030563354,
500261600579043328,"Powerful, disturbing advice from the humans in #Gaza to the humans in #Ferguson on how to deal with military/police. http://t.co/4hxr1QEjLt",0,0,0.9981297850608826,
500281037486698498,Exactly how often do police shoot unarmed black men? http://t.co/m5X6ICFtdv #Ferguson http://t.co/elWTCmN3ZN,0,0,0.9955236911773682,
499700824432717824,"On some Tiananmen shit. RT @sebwalker: Military-style police: 3 APCs, ~100 officers, high-powered rifles #Ferguson http://t.co/JK0ZBrnEIO",0,0,0.9930166006088257,
499362348940144640,"Police still at one end of W. Florissant, protesters now at Greater St. Mark Church. #Ferguson p/v @JustinGlawe http://t.co/ujLgUmKLNS",0,0,0.9626285433769226,
499388619425980416,"This is #Ferguson, a suburb in America. http://t.co/GfmHLo4u5q",0,0,0.9878867864608765,
499697498072420352,Dear #Ferguson PD After our towns murders we didn't deploy SWAT Respectfully a Sandy Hook Dad and ex-cop. http://t.co/fpRWMowwAj,0,0,0.9489350914955139,
498286281894682624,What year are we in again? This is looking like the 50s #Ferguson http://t.co/TeLcT3d3yh,0,0,0.9983737468719482,
499701669437784064,Just as the Founding Fathers intended. RT @BmoreConetta: Current situation in #ferguson http://t.co/QVNG2ZmlxV,0,0,0.9983789920806885,
500212911856295940,"No matter what we do, it won't be as bad as killing a kid and leaving him to die on the street, covered with his own blood. #Ferguson",0,0,0.6242813467979431,
499579650926858240,"Image of #Ferguson protester throwing tear gas back at police, wearing the American flag, is amazing. http://t.co/JXi1sibnGG @AntonioFrench",0,0,0.9910470843315125,
499605248747786240,"Right now the United States has a stronger militarized force in #Ferguson, Missouri than it does in Baghdad.",0,0,0.9800025224685669,
498531639472189441,#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR,0,0,0.9592280983924866,
500399997113098240,I asked Ron Johnson why #Ferguson cops aren't wearing name tags: http://t.co/ghiG5XM8Rd,0,0,0.9870392680168152,
498349598197702656,"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus #FergusonShooting",0,0,0.5319097638130188,
499699803576881152,The live stream from #Ferguson is back up and running. Watch here while you can: http://t.co/7QTY8soT46,0,0,0.9666392207145691,
498283038338711552,They've brought the dogs out in #Ferguson https://t.co/gXQeLtaXjt,0,0,0.995514452457428,
499703156889362432,#BREAKING: State Senator Maria Chapelle Nadal has been taken into police custody; she had been tear-gassed at an earlier protest. #Ferguson,0,0,0.855290949344635,
499478732315566080,Your friendly local police department. Protect and Serve. #Ferguson http://t.co/LIUfLlnXXK,0,0,0.9992092251777649,
500362679039840257,RT @FreeTopher: OFFICER DARREN WILSON STANDING OVER MIKE BROWN'S BODY AFTER SHOOTING HIM 9 TIMES #Ferguson http://t.co/7uAMFPdyPO,0,0,0.8189932703971863,
500163501961142275,"Photo taken by @FroGoddess ""thanks for the advice #Palestine"" - #Ferguson #STL #MikeBrown http://t.co/UkfKu2Zzdl",0,0,0.9946605563163757,
500322242296041473,"If Michael Brown had been carrying a gun, would Republicans still say he had a right to bear arms? Or is that only for white men? #ferguson",0,0,0.9448205232620239,
499529014797557760,All of yesterday's Vines in one YouTube video. #ferguson  http://t.co/Q2wUmBg5Cr,0,0,0.9898680448532104,
498575704582148096,If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall,0,0,0.9976934790611267,
499598945417703424,More from #Ferguson this morning http://t.co/82Ylq2SqzK,0,0,0.9969936609268188,
499602370917978112,"One pattern of the last few days: After police move the media out of the area, they become more heavy-handed and violent. #Ferguson",0,0,0.9654813408851624,
499636076852420608,Better Family life out here in the #FERGUSON community offering therapy for the residents of Canfield #MikeBrown http://t.co/SIiRImomBP,0,0,0.9957222938537598,
499602333404504064,Police militarization on display in #Ferguson http://t.co/m9jyPq3ALq,0,0,0.9989116191864014,
499704241741520897,"People who claim to be against big, intrusive government and for the Constitution are cheerleading for the cops in #Ferguson now. Telling.",0,0,0.996924102306366,
499699779426066432,Cops are forcing us to move even as legally we have the right to stand on the  sidewalk... #Ferguson,0,0,0.8981971144676208,
498321666267561985,"No matter what COLOR you are...the murder by cop in #Ferguson is WRONG.  Let's stand together, do NOT let them divide us.",0,0,0.995222270488739,
499362441697193985,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/feWLxdme9R,0,0,0.9983695149421692,
499674825753772033,"#Ferguson #FergusonRiot #JailSupport helps those arrested in order to connect them to lawyers, relay messages... http://t.co/9NQJclwvah",0,0,0.9869357943534851,
499441454498852864,"RT @PDPJ: #Ferguson picture from earlier in the day, high powered rifles trained on protesters http://t.co/qUkG9ztaQt",0,0,0.9933856129646301,
500296090671796224,Our account from the ground in #Ferguson Protesting 4 #JusticeForMikeBrown? Know your rights https://t.co/bqWdKblUoM http://t.co/A60AYAS1GV,0,0,0.9963827133178711,
499696733979688961,"Military-style police in overwhelming show of force: 3 APCs, ~100 officers, high-powered rifles #Ferguson http://t.co/joc9ZnPuqM",0,0,0.9892420172691345,
499688832300630016,"BREAKING: #Ferguson both lanes of W Florissant Ave blocked again, crowd chanting ""They say get back, we say fuck that"" tact teams driving up",0,1,0.7974501848220825,
500197999205965824,St. Louis police chief condemns military tactics being used in #Ferguson http://t.co/6jmeZutuoe,0,0,0.995853066444397,
500292129802186752,"Follow Amnesty delegation on the ground in #Ferguson to observe, collect testimony http://t.co/srQ7W2vAyx",0,0,0.9967167973518372,
499658267493019651,Great Minds Think Alike But So Do DUMBASSES! Jesse Jackson: There's a '#Ferguson' near U http://t.co/PIlkbY2YB6 #tcot http://t.co/RRz31Fqc1m,0,0,0.9883524775505066,
498602787614511104,Happening now in #Ferguson http://t.co/w8r9FTl4Kb,0,0,0.9980788230895996,
498271531386953728,"Reminder that this is legal, but young unarmed black men are threatening and make us ""uncomfortable""  #Ferguson http://t.co/VbRyW7J9nR",0,0,0.9976567029953003,
498507730395484160,The shooting in #Ferguson highlights why the federal government should be underwriting body cams for all cops rather than military gear.,0,0,0.9925088286399841,
499703033174179840,"Jammers used again. Both livestreams went down again, looks like police is trying to hide something. #Ferguson",0,1,0.9218546152114868,
499655869412286464,"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway! http://t.co/KdWIsaSDhT #tcot #2A #Ferguson #NRA http://t.co/9LQkU5JOlv",0,0,0.8524125218391418,
499688532391526400,#Ferguson heavily armed police in military gear arriving on armed personnel carriers now http://t.co/GbGdrhZBlM,0,0,0.9953925609588623,
499488337338843137,Is that a bag of chips?! #REAL RT @GinoTheGhost: May be the dopest photo of the year #Ferguson http://t.co/ZxF3zhbjHb,0,0,0.9952101111412048,
499705599454883840,"Looking at #Ferguson and feeling anger, then helplessness, then more anger. They're not even pretending to acknowledge our humanity.",0,0,0.9923813939094543,
499706059691663360,"Tears streaming down my face as I watch little kids stepping and chanting ""justice for #MikeBrown"" with rifles trained on them. #Ferguson",0,0,0.9687706232070923,
498504673339666432,This would help tremendously. #mikebrown #Ferguson http://t.co/FNVnuZLWd1,0,0,0.9973561763763428,
499698357397237762,Those cops on line in #Ferguson don't have riot shields and batons. They have rifles. The only thing they can do with those is shoot people.,0,0,0.988796591758728,
500320286341099523,"#Ferguson is 60% black, but virtually all its cops are white. http://t.co/U7Yk4s4nyE http://t.co/gHlnoPH4dK",0,0,0.9924063086509705,
500430673099104256,"Wake up. Whenever a black man is killed by police, they try to make him a Saint/Martyr. 99% of the time he's a POS #Thug. #Ferguson",0,0,0.849506139755249,
499665704300191745,"More startling statistics about the segregated population of #Ferguson, Mo. http://t.co/uYrldQHoj7 http://t.co/vgxuLMYDhz",0,0,0.9955790638923645,
500074069354905600,Times Square right now for #Ferguson #MichaelBrown http://t.co/m0e1eFJet2,0,0,0.9961090683937073,
500186504279625728,4 arrested in Times Square after march supporting #Ferguson http://t.co/I40SlR3Jbm #NMOS14 http://t.co/QRT7VzEiRe,0,1,0.6190606355667114,
521358118597689344,Milan have stated that the reports about Essien having Ebola are completely false. http://t.co/Sb9v9ulfTX @MichaelEssien,1,1,0.8002858757972717,
529655582882791424,Prince (@3RDEYEGIRL) playing surprise show in Toronto tonight?: http://t.co/BJCMwEagNr,1,1,0.9989469647407532,
529728291545284608,Maybe Massey Hall was just a decoy location and Prince has actually loaded all his gear into the El Mocambo. Maybe he BOUGHT the El Mo.,1,1,0.9980912804603577,
529730550169624579,"UPDATED: Prince not playing Massey Hall, Live Nation says http://t.co/MjRWsEJRWo #PrinceTO #cbcto http://t.co/Gk9DflWJjE",1,1,0.9987824559211731,
529399936434327552,can someone get us in 2 the secret prince show in toronto tomorrow,1,1,0.9980883002281189,
529694805010685952,$10 to see Prince tonight in Toronto? I'd be a fool not to.,1,1,0.997372031211853,
529674474019651584,Are you in line for Prince's rumoured show in Toronto? http://t.co/vWqaS1wjSp http://t.co/7FzHZsihpY,1,1,0.9986850619316101,
529776116773298176,"The whole ""secret Prince show in Toronto"" is a joke. How dare they let ppl stand out there all day waiting. Total jerk move. By all involved",1,1,0.9967769980430603,
529692457337118721,Wish I was going to that secret concert that @3RDEYEGIRL and Prince are performing at @MassyHall in Toronto,1,1,0.9957267045974731,
529652269105815553,Lineup forms outside Massey Hall amid rumours of surprise Prince show http://t.co/J3f8kJpnqF http://t.co/LDAp5zTixz,1,1,0.9989527463912964,
529724254183780355,#Breaking @LiveNationON has tweeted out there is no Prince show at Massey Hall tonight.,1,1,0.9984825253486633,
529739968470867968,"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC",1,1,0.9989035129547119,
529695299200360448,Prince rumoured to play secret Toronto show today http://t.co/ODT5L7b8Pi,1,1,0.9986905455589294,
529733645435949056,"There's no Prince show in Toronto tonight ... but there IS an American midterm election on TV ... so, y'know, that's fun too!",1,1,0.9967373013496399,
529720675272249344,So @prince Concert @masseyhall  4 tickets/person &amp; max seating is 3300 Still a chance if you want to brave it! #Prince#Toronto,1,1,0.9971025586128235,
529749285198655488,WOW. It seems as though #Prince will not be playing at #toronto's #MasseyHall after all. A sad turnout for those who played hooky today!,1,1,0.998674750328064,
529729911926583296,TORONTO: In case you missed it @LiveNationON are saying no Prince shows @masseyhall either today or tomorrow.,1,1,0.9989302754402161,
529671440829005825,Is Prince playing a surprise show at Massey Hall tonight? http://t.co/mv0Ca9ro6a,1,1,0.9989826083183289,
529778109290012673,this nigga Prince got all the unemployed middle aged/retired folk in toronto waiting in purple rain for him,1,1,0.9775323867797852,
529735664347406339,.@3RDEYEGIRL just left #Toronto fans out in the cold. Reaction: http://t.co/qB1TPDPtho #Prince http://t.co/aUxq4wNPKe,1,1,0.9821033477783203,
529735459069788161,Inside Massey Hall in Toronto. Pretty legit. Wish I were there! @3RDEYEGIRL #Prince http://t.co/Z8vRZTSx5W,1,1,0.9978170394897461,
529644676333453312,WHAT?  RT @CityNews #BREAKING: Prince reportedly to perform surprise show at Massey Hall tonight http://t.co/jT8Tx5P1Kw #Toronto,1,1,0.9992395639419556,
529726211241803776,Bad news for the Prince fans in the queue. No show in Toronto unfortunately. (according to Livenation) https://t.co/BbaUOo9k1x,1,1,0.9983847141265869,
580353449721655296,"German Airbus A320 Plane Crashes, 148 People DEAD https://t.co/94oOOSSSVv #4U9525 #germanwings #GermanWingsCrash #Airbus320 #planecrash",1,1,0.6412039399147034,
580333763512705025,#Germanwings latest: http://t.co/8tZopIBYLh - #Airbus A320 crashes in French Alps - Barcelona-to-Dusseldorf flight - 142 passengers &amp; 6 crew,1,0,0.6999637484550476,
581404604677660673,#Germanwings Co Pilot New Muslim Convert  Islamic State Praises Their Hero  #WakeUpAmerica 🇺🇸  http://t.co/NYefk5WCPm http://t.co/J195dkGFGU,1,0,0.8974893093109131,
580330740086243328,The French president has said he believed none of the 148 people on board #Germanwings flight #4U9525 plane survived http://t.co/KC9NBcEzSV,1,1,0.9808241128921509,
581183387848859648,"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",1,1,0.9931761622428894,
581132461960249344,Doomed Germanwings co-pilot 'suffered burnout or depression' years before crash http://t.co/nkqWoRwKUK http://t.co/QRMJTWGAIr,1,1,0.9944401979446411,
581386094337474560,RT @khjelmgaard: German media reporting #AndreasLubitz had a 'serious depressive episode' six years ago http://t.co/MUdmHPz2ro #Germanwings,1,1,0.7598667740821838,
580885624883904512,"One pilot in #Germanwings crash was locked out of cockpit, @nytimes reports http://t.co/doZIZCHP4o",1,1,0.9955292344093323,
581063753837481984,"BREAKING: #Germanwings co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor: http://t.co/1o08vXVzP8",1,1,0.9816514253616333,
580322346508124160,"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/k6pv4OsCQI",1,0,0.730586051940918,
580321350750990336,Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,1,0,0.9943169951438904,
580319968484421633,A Germanwings A320 has crashed en route to Dusseldorf. Flight Radar 24 of the last known position. #4U9525 http://t.co/FrI93NrYFF,1,0,0.5310369729995728,
581066887200694272,"Andreas Lubitz, co-pilot who brought down #Germanwings flight intentionally, recently commended by the FAA: http://t.co/8dAYQ8vAKF",1,1,0.9868379235267639,
580365368805486592,"150 people were on board plane that crashed in France today, #Germanwings CEO says. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI",1,1,0.971586287021637,
580326871302316033,IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,1,1,0.8482714295387268,
580885187837325312,"One pilot was locked out of cockpit before #Germanwings flight #4U9525 crashed, killing 150: http://t.co/A7THsq3ea8",1,1,0.991814136505127,
580379486732066817,"BREAKING: Distress call linked with #Germanwings jet came from air traffic control, not plane -- aviation official. http://t.co/EOKW9FoIJ4",1,1,0.9773538112640381,
580333028624457728,148 on board: - 142 passengers - 2 pilots - 4  flight attendants  @SPIEGEL_English @Corriereit  #Germanwings http://t.co/VT9w6qumJa,1,1,0.8109903931617737,
580322349569994752,"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/cBKN5dN40H",1,0,0.7057768702507019,
581287795991302144,All Muslims are not like that... Okay? RT @DrShobha The co-pilot of the Germanwings Airbus was a convert to Islam,1,1,0.9825625419616699,
580330302251393024,#BREAKING: #Germanwings Airbus A320 crew sent distress signal before French Alps crash - reports http://t.co/JLDCz6AhFR,1,1,0.9947925209999084,
581314363644121088,A German news website claims #Germanwings co-pilot #AndreasLubitz was a Muslim convert http://t.co/4PHWRSrxwu,1,1,0.9964457154273987,
580366761398239232,Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,1,1,0.9684487581253052,
580351367719591936,Lufthansa and Germanwings have established a telephone hotline. The toll-free 00800 11 33 55 77 number is available to all the families...,0,0,0.9872742891311646,
580336341080260608,"“If our fears are confirmed, this is a dark day for Lufthansa,” says CEO of Germanwings' parent company after crash http://t.co/tJVCCJSY4G",0,0,0.98055100440979,
580327576218046464,BREAKING NEWS: Germanwings flight GWI18G crashes in French Alps: http://t.co/v8yssTEbHR http://t.co/GA8ZdGUq30,0,0,0.656983494758606,
581257660118491136,A tribute to the lives lost on #Germanwings Flight 9525 next on #AC360 http://t.co/zDHWF3pYN9,0,0,0.9707432389259338,
580361142666563584,Helicopters and emergency vehicles are arriving in southern France. #Germanwings http://t.co/2Ry7Itpo4L,0,0,0.9286857843399048,
580325243631321088,Germanwings Airbus A320 crashes in French Alps: What we do and do not know http://t.co/3xKSCtFFwT http://t.co/ugwghZVbHr,0,0,0.9847307205200195,
580322653472493569,IMAGE: Flightradar24 has this as the plane's last position. #4U9525 http://t.co/CIeAyJ4AOf - @BBCRosAtkins,0,0,0.920242965221405,
580330454869512192,Everything we know about the Germanwings plane crash in France http://t.co/o0ZSGb1lQq http://t.co/N4TTbxlOY4,0,0,0.9920608997344971,
580351083383517185,"BREAKING Emergency units staging in Seyne-les-Alpes, near #4U9525 crash site /@Aviaponcho http://t.co/wFg8KTSve2 http://t.co/NaHq3MIOlz",0,0,0.8287786245346069,
580331071457333248,Airport operator Aena: Crashed #GermanWings jet took off from Barcelona airport at 0855 GMT http://t.co/8UPMsinQkX http://t.co/4IpoDSEy7U,0,1,0.6961408853530884,
580354367796166656,Rescue teams near #4U9525 crash site http://t.co/zU6hn03xzU (pics via @ActuSecours) #Germanwings http://t.co/IDeO1SpaM4,0,0,0.9767887592315674,
